cliente_id,tenure_meses,plano,mensalidade,contrato,usuarios_ativos,logins_30d,features_usadas,tickets_suporte,nps,atraso_pagamento_dias,desconto_ativo,integracoes_ativas,churn
C02139,17,Enterprise,527.89,Mensal,70,7,6,2,8,1.5,0,4,0
C02140,17,Pro,162.7,Mensal,18,6,5,3,7,4.4,0,4,1
C02141,14,Basic,52.71,Anual,4,17,8,4,9,1.7,1,2,0
C02142,13,Basic,51.24,Mensal,3,9,2,2,10,2.1,0,6,1
C02143,21,Basic,48.64,Mensal,3,8,17,5,4,2.6,0,2,1
C02144,6,Basic,47.47,Anual,1,14,5,2,10,3.2,1,5,0
C02145,7,Basic,49.04,Mensal,1,9,15,0,9,2.9,0,0,0
C02146,3,Enterprise,513.61,Mensal,120,4,8,2,6,0.6,1,4,0
C02147,6,Pro,155.12,Mensal,17,10,14,4,6,1.0,0,4,0
C02148,27,Basic,50.53,Mensal,2,14,18,3,4,0.2,1,1,0
C02149,20,Basic,48.7,Anual,3,15,8,1,9,0.5,0,6,0
C02150,43,Basic,50.93,Mensal,5,4,19,1,0,2.2,1,1,1
C02151,36,Basic,52.09,Mensal,4,10,7,3,5,1.9,1,5,1
C02152,20,Basic,51.16,Anual,4,20,5,3,1,0.1,1,3,0
C02153,15,Enterprise,498.2,Anual,51,15,14,1,0,1.3,0,6,0
C02154,14,Pro,142.79,Mensal,10,7,3,1,10,0.7,0,3,0
C02155,1,Basic,46.9,Anual,1,27,2,0,7,0.5,0,4,0
C02156,13,Pro,143.92,Mensal,18,11,7,4,5,1.5,1,5,1
C02157,8,Pro,150.92,Mensal,21,6,11,4,10,0.2,0,0,1
C02158,6,Pro,152.87,Anual,22,25,9,2,1,3.5,0,1,1
C02159,18,Basic,45.53,Mensal,3,12,2,2,10,0.5,0,3,1
C02160,11,Basic,47.77,Mensal,2,8,11,1,5,2.0,0,2,1
C02161,14,Pro,150.81,Anual,11,10,12,2,1,0.3,0,0,1
C02162,5,Basic,46.8,Anual,2,12,6,3,3,0.3,0,5,0
C02163,24,Pro,152.23,Bienal,14,11,11,4,5,3.3,0,0,0
C02164,9,Basic,48.25,Anual,1,19,7,1,8,0.8,0,6,0
C02165,17,Pro,143.61,Mensal,25,9,2,2,9,0.3,1,1,1
C02166,10,Pro,149.4,Anual,7,25,15,3,1,0.2,1,4,0
C02167,1,Basic,49.96,Mensal,2,4,8,2,4,1.9,0,7,0
C02168,19,Basic,46.92,Anual,1,10,19,2,4,3.6,0,2,0
C02169,12,Pro,147.19,Mensal,16,7,4,3,5,3.4,0,1,1
C02170,3,Basic,50.15,Mensal,2,3,1,2,6,0.2,1,1,0
C02171,5,Pro,143.32,Mensal,12,6,16,2,10,0.2,1,3,0
C02172,25,Pro,136.65,Anual,9,16,17,2,2,0.7,0,2,0
C02173,3,Basic,45.24,Mensal,3,11,18,1,5,4.7,0,7,0
C02174,9,Pro,145.89,Mensal,11,4,19,4,3,0.2,0,6,0
C02175,45,Basic,45.77,Anual,2,22,6,3,2,0.5,0,5,0
C02176,19,Pro,146.41,Anual,26,17,13,2,4,0.1,1,2,0
C02177,22,Basic,53.08,Mensal,3,9,1,2,0,2.1,1,1,0
C02178,11,Basic,45.62,Mensal,3,5,8,0,8,0.3,0,1,0
C02179,3,Basic,48.31,Bienal,2,15,18,1,5,1.1,0,3,0
C02180,15,Enterprise,552.2,Mensal,54,5,13,4,4,0.0,0,6,0
C02181,5,Pro,152.04,Mensal,14,2,17,1,5,2.4,0,6,0
C02182,5,Pro,146.26,Bienal,30,19,18,1,5,3.3,1,7,0
C02183,14,Basic,48.62,Mensal,2,11,16,3,10,3.6,0,3,0
C02184,5,Basic,50.05,Mensal,3,6,14,1,6,0.4,0,4,1
C02185,13,Pro,161.63,Mensal,10,5,7,2,8,1.8,0,1,0
C02186,7,Pro,145.05,Mensal,1,9,11,2,9,0.3,0,5,0
C02187,13,Basic,47.14,Mensal,2,4,2,2,0,3.9,0,5,1
C02188,9,Pro,138.73,Anual,29,13,11,0,8,1.6,0,0,0
C02189,13,Basic,49.25,Mensal,3,11,19,2,8,4.4,0,3,1
C02190,34,Basic,45.56,Anual,4,18,3,3,7,3.0,1,7,1
C02191,23,Enterprise,487.43,Anual,68,22,10,1,0,2.0,0,4,1
C02192,12,Basic,46.77,Anual,1,11,18,3,0,3.3,0,3,0
C02193,31,Basic,51.63,Mensal,1,2,7,2,0,0.2,0,0,1
C02194,17,Pro,145.21,Anual,17,12,12,3,7,0.7,0,6,0
C02195,29,Enterprise,508.9,Mensal,87,3,15,3,6,1.0,0,7,0
C02196,3,Basic,45.07,Anual,2,18,15,2,4,1.7,0,7,0
C02197,5,Pro,149.98,Mensal,11,5,13,1,5,0.0,0,7,0
C02198,15,Basic,46.05,Anual,4,14,2,2,4,1.3,1,7,0
C02199,11,Basic,47.96,Mensal,2,9,1,7,3,3.4,0,2,1
C02200,13,Basic,54.42,Anual,3,21,15,3,8,1.5,0,6,0
C02201,20,Basic,51.28,Mensal,3,11,19,4,5,4.1,0,2,1
C02202,15,Basic,48.69,Mensal,2,12,6,2,6,0.5,0,2,0
C02203,24,Basic,56.84,Anual,1,10,11,3,10,0.8,1,1,0
C02204,24,Pro,142.18,Mensal,12,9,2,3,10,3.3,1,0,0
C02205,6,Pro,157.68,Anual,26,30,4,2,7,0.5,1,4,0
C02206,1,Pro,137.58,Anual,21,18,10,1,9,1.4,0,0,0
C02207,5,Pro,147.18,Anual,21,11,1,1,3,3.8,1,1,0
C02208,5,Basic,45.7,Anual,2,10,12,1,4,2.7,0,1,0
C02209,14,Basic,49.63,Anual,1,7,11,0,10,1.4,0,4,0
C02210,13,Basic,49.14,Bienal,4,8,2,1,9,0.1,0,3,0
C02211,11,Pro,146.71,Mensal,20,8,12,2,1,10.6,0,7,1
C02212,18,Basic,51.68,Mensal,3,8,9,2,0,0.8,0,5,1
C02213,59,Basic,47.61,Anual,2,15,2,2,1,1.5,0,1,0
C02214,11,Basic,49.8,Mensal,1,9,5,0,8,0.0,1,2,0
C02215,16,Basic,51.01,Mensal,4,10,11,2,2,0.6,0,1,0
C02216,13,Enterprise,461.99,Mensal,117,15,16,1,10,0.7,1,3,0
C02217,8,Pro,143.42,Mensal,10,14,9,3,2,4.1,0,0,0
C02218,20,Basic,49.13,Mensal,2,3,13,5,1,0.1,0,3,0
C02219,10,Pro,153.69,Anual,22,12,9,2,0,3.8,0,2,0
C02220,7,Pro,159.59,Anual,11,12,17,0,10,3.7,0,0,0
C02221,7,Basic,48.47,Anual,5,10,19,4,3,1.4,0,7,0
C02222,25,Basic,48.22,Mensal,2,8,9,2,9,0.1,0,2,0
C02223,19,Pro,142.5,Anual,12,11,6,3,6,0.4,0,0,0
C02224,9,Basic,49.81,Anual,3,15,11,2,1,2.6,0,5,0
C02225,18,Basic,48.27,Mensal,2,7,17,1,2,1.7,0,5,0
C02226,13,Basic,48.33,Mensal,4,7,12,1,0,1.3,0,2,1
C02227,16,Pro,148.3,Mensal,20,10,7,2,1,5.0,1,3,1
C02228,8,Enterprise,512.76,Bienal,114,17,15,0,8,4.2,1,1,0
C02229,5,Pro,144.8,Mensal,16,7,4,2,7,1.7,1,2,0
C02230,10,Basic,47.11,Mensal,2,9,6,1,1,2.1,0,1,0
C02231,6,Basic,50.06,Mensal,2,10,3,1,4,1.6,1,1,1
C02232,6,Pro,126.46,Mensal,12,6,18,2,2,0.6,0,3,0
C02233,4,Pro,144.5,Mensal,23,8,18,1,7,1.2,0,6,0
C02234,1,Enterprise,470.27,Anual,112,20,19,2,1,0.9,0,1,0
C02235,9,Pro,157.96,Mensal,14,6,1,1,2,8.7,1,6,0
C02236,28,Basic,47.92,Anual,1,13,18,3,7,4.4,0,6,0
C02237,23,Pro,144.82,Mensal,24,6,5,2,8,0.8,0,0,0
C02238,38,Pro,148.64,Mensal,15,7,19,1,10,1.5,0,2,0
C02239,5,Pro,144.56,Anual,14,14,7,1,10,0.8,0,4,0
C02240,21,Pro,146.0,Anual,24,13,6,3,7,4.4,1,1,0
C02241,12,Basic,49.24,Anual,2,19,13,1,2,1.1,0,3,0
C02242,7,Pro,145.86,Mensal,13,10,16,1,9,0.0,0,5,0
C02243,26,Basic,47.95,Mensal,2,6,8,5,7,0.6,1,0,1
C02244,12,Basic,46.53,Anual,1,15,16,1,10,0.5,1,5,0
C02245,2,Pro,140.4,Mensal,16,7,1,1,8,0.4,1,2,1
C02246,23,Enterprise,500.51,Anual,55,18,18,2,8,0.4,0,6,0
C02247,17,Pro,151.28,Mensal,11,7,10,1,5,1.4,1,1,0
C02248,14,Basic,45.5,Mensal,2,11,11,2,8,0.2,0,5,0
C02249,4,Basic,50.86,Anual,2,10,17,7,3,0.7,0,6,0
C02250,15,Basic,50.87,Anual,1,11,2,1,0,3.0,0,3,0
C02251,34,Pro,156.26,Anual,16,18,17,1,2,0.3,1,3,1
C02252,17,Pro,151.23,Anual,14,12,4,2,6,2.0,0,3,0
C02253,3,Enterprise,514.9,Mensal,81,9,19,2,7,2.4,1,6,1
C02254,17,Basic,54.35,Anual,5,15,14,2,5,0.7,1,3,0
C02255,17,Pro,146.75,Bienal,14,14,7,3,5,4.8,1,7,0
C02256,22,Pro,141.21,Mensal,18,11,2,1,2,0.5,0,1,1
C02257,16,Basic,45.24,Mensal,3,12,3,1,9,3.3,0,3,0
C02258,6,Enterprise,542.8,Bienal,77,14,3,4,2,0.5,0,4,0
C02259,14,Pro,162.18,Mensal,16,8,2,1,0,0.4,0,4,0
C02260,10,Basic,46.73,Bienal,3,17,12,2,1,0.1,0,3,0
C02261,15,Basic,47.22,Mensal,3,13,17,2,0,2.8,0,7,1
C02262,26,Pro,146.59,Anual,11,9,16,1,10,0.9,1,3,0
C02263,7,Pro,158.12,Anual,12,13,15,4,4,0.6,1,1,0
C02264,41,Pro,139.41,Anual,15,18,19,2,8,2.6,0,3,0
C02265,17,Pro,134.35,Anual,3,18,12,3,5,4.7,0,0,0
C02266,23,Basic,54.31,Mensal,4,12,2,1,10,5.1,0,2,1
C02267,21,Pro,151.33,Anual,27,14,10,1,7,1.9,1,3,0
C02268,17,Enterprise,510.34,Bienal,85,9,15,0,2,3.0,0,0,0
C02269,19,Basic,48.5,Bienal,3,16,9,3,1,0.6,0,3,0
C02270,1,Pro,152.47,Bienal,21,8,6,0,1,0.0,0,1,0
C02271,21,Basic,45.29,Anual,1,12,10,2,6,0.2,1,7,0
C02272,6,Basic,46.94,Anual,4,12,15,1,0,2.3,0,1,0
C02273,12,Basic,49.26,Mensal,2,13,7,8,8,10.4,1,3,1
C02274,17,Pro,132.08,Anual,28,14,7,4,3,14.3,1,1,1
C02275,27,Basic,48.26,Anual,2,18,10,1,10,0.2,1,3,0
C02276,6,Basic,48.11,Mensal,4,7,8,2,1,0.5,0,3,1
C02277,9,Pro,146.74,Mensal,13,9,4,1,9,0.1,1,3,0
C02278,10,Basic,47.65,Anual,5,21,6,2,9,4.0,0,3,0
C02279,15,Pro,141.58,Mensal,11,7,3,1,5,0.5,0,3,0
C02280,11,Enterprise,453.54,Mensal,117,11,15,2,5,0.8,0,2,0
C02281,19,Basic,49.35,Mensal,3,7,5,2,9,0.4,0,7,0
C02282,2,Basic,48.26,Anual,3,22,19,1,8,0.0,0,5,0
C02283,12,Enterprise,464.69,Bienal,87,20,19,1,5,0.8,0,4,0
C02284,37,Basic,49.15,Anual,2,11,13,3,3,0.0,1,3,0
C02285,11,Basic,48.28,Bienal,1,13,19,4,0,2.4,0,6,0
C02286,17,Enterprise,487.5,Anual,114,10,17,1,10,1.2,0,5,0
C02287,24,Pro,132.93,Mensal,12,7,15,1,10,0.3,1,1,0
C02288,17,Pro,154.09,Mensal,22,18,7,1,9,3.9,1,3,1
C02289,44,Pro,139.81,Mensal,17,14,16,3,0,3.5,0,7,0
C02290,14,Enterprise,500.58,Mensal,118,12,7,1,4,1.0,0,7,0
C02291,20,Pro,142.98,Mensal,19,8,2,1,3,0.2,0,7,0
C02292,15,Pro,146.1,Mensal,1,7,11,1,4,0.0,0,6,0
C02293,32,Pro,157.58,Bienal,18,15,3,1,0,2.4,0,7,0
C02294,9,Pro,152.96,Anual,12,14,2,3,5,4.0,0,2,0
C02295,46,Basic,51.77,Mensal,4,1,2,0,5,0.3,0,7,0
C02296,8,Basic,49.81,Bienal,3,10,18,3,2,5.2,0,7,0
C02297,39,Basic,49.97,Bienal,3,12,2,2,6,2.3,0,5,0
C02298,5,Basic,44.64,Anual,2,18,8,3,5,2.0,0,5,0
C02299,20,Basic,48.22,Anual,1,16,15,2,7,0.3,0,5,0
C02300,13,Basic,48.45,Bienal,2,15,16,1,2,4.5,0,0,0
C02301,24,Pro,158.12,Anual,4,11,2,2,1,3.8,0,0,0
C02302,18,Basic,47.76,Anual,2,20,17,3,3,0.1,1,1,0
C02303,23,Basic,49.65,Mensal,1,5,19,2,0,0.4,0,2,0
C02304,5,Basic,49.55,Mensal,1,7,19,2,7,4.5,0,0,0
C02305,3,Basic,51.84,Mensal,3,10,13,3,2,4.6,0,6,0
C02306,4,Pro,148.0,Mensal,18,10,10,0,3,0.7,0,0,0
C02307,4,Basic,51.03,Mensal,2,9,4,3,0,0.1,0,2,1
C02308,5,Basic,44.82,Mensal,2,5,3,1,5,2.4,0,0,0
C02309,8,Pro,136.98,Mensal,9,6,16,1,0,1.2,0,4,0
C02310,8,Basic,43.41,Mensal,2,4,17,2,5,0.9,0,7,0
C02311,13,Basic,50.93,Mensal,2,8,16,5,2,4.5,0,4,1
C02312,6,Pro,154.02,Anual,14,18,12,1,6,0.5,0,4,0
C02313,7,Pro,155.68,Anual,5,15,11,1,10,3.1,0,4,0
C02314,11,Pro,143.95,Anual,19,17,4,4,6,1.0,0,2,0
C02315,26,Pro,144.8,Mensal,11,9,2,1,8,0.8,0,2,0
C02316,9,Enterprise,495.98,Anual,92,14,4,2,2,7.2,0,2,1
C02317,12,Basic,52.54,Mensal,4,5,8,4,3,0.1,0,7,0
C02318,14,Pro,161.62,Mensal,16,6,6,4,8,2.2,0,2,0
C02319,6,Pro,154.91,Mensal,19,6,11,2,4,0.5,0,1,0
C02320,10,Basic,49.81,Bienal,1,10,15,1,10,7.5,0,4,0
C02321,7,Enterprise,532.32,Bienal,64,12,15,1,10,0.1,1,6,0
C02322,25,Basic,48.37,Anual,4,10,16,3,8,2.7,0,3,0
C02323,23,Pro,146.09,Anual,18,13,6,6,7,0.9,1,0,1
C02324,7,Pro,148.04,Mensal,26,6,18,1,3,0.4,1,3,0
C02325,12,Basic,46.6,Anual,5,15,17,2,9,2.5,0,6,0
C02326,20,Basic,48.57,Mensal,3,11,7,2,10,4.0,0,6,0
C02327,16,Enterprise,471.12,Mensal,71,8,5,1,9,2.5,0,6,0
C02328,18,Pro,156.64,Bienal,9,11,17,1,3,0.6,1,4,0
C02329,6,Basic,50.33,Bienal,2,8,19,3,1,2.6,1,7,0
C02330,38,Basic,52.5,Mensal,2,6,9,1,10,0.3,0,0,1
C02331,8,Pro,136.86,Mensal,11,8,3,3,0,0.4,1,0,1
C02332,8,Basic,53.66,Mensal,1,6,12,3,8,1.3,1,5,0
C02333,4,Pro,137.29,Mensal,17,4,16,2,2,0.0,0,6,0
C02334,11,Pro,140.07,Mensal,25,4,9,4,8,0.5,1,1,1
C02335,28,Basic,47.48,Anual,4,12,3,2,6,4.8,0,2,0
C02336,16,Pro,158.74,Mensal,13,8,14,3,1,0.3,0,1,0
C02337,12,Basic,49.55,Mensal,4,7,15,2,9,3.1,0,1,0
C02338,22,Enterprise,492.92,Mensal,91,9,17,1,10,3.9,0,0,0
C02339,28,Pro,143.09,Anual,14,16,17,4,3,0.8,0,1,0
C02340,23,Basic,45.63,Mensal,2,10,10,3,1,1.7,0,5,1
C02341,2,Basic,51.77,Mensal,2,10,6,3,9,3.8,0,5,0
C02342,22,Basic,50.96,Anual,3,12,4,1,4,0.2,0,7,0
C02343,18,Enterprise,532.74,Anual,84,16,2,0,7,3.2,0,7,0
C02344,7,Basic,49.97,Mensal,2,7,16,2,9,4.1,0,1,0
C02345,18,Pro,129.32,Anual,10,14,19,3,7,5.3,0,5,1
C02346,28,Enterprise,467.95,Mensal,89,7,13,1,5,1.6,0,3,0
C02347,8,Basic,50.14,Anual,3,10,19,3,7,4.8,0,2,0
C02348,24,Pro,146.25,Mensal,13,7,6,3,0,1.8,1,5,1
C02349,17,Basic,47.63,Bienal,1,15,15,1,5,0.4,0,3,0
C02350,1,Pro,140.78,Bienal,22,15,8,2,6,2.2,0,4,0
C02351,13,Basic,51.32,Anual,4,18,8,1,7,1.2,0,1,0
C02352,16,Enterprise,510.38,Bienal,16,15,13,1,2,3.4,0,3,0
C02353,10,Basic,50.23,Mensal,4,10,3,3,8,2.0,0,0,0
C02354,17,Basic,47.45,Anual,2,17,8,2,3,1.2,1,0,0
C02355,12,Pro,150.31,Mensal,16,9,8,2,6,1.3,0,6,0
C02356,52,Pro,139.03,Mensal,21,14,9,3,7,1.4,0,7,0
C02357,10,Pro,148.03,Mensal,24,10,14,1,0,4.5,1,0,1
C02358,7,Pro,130.17,Anual,21,21,6,2,10,1.1,0,5,0
C02359,24,Basic,45.16,Anual,3,5,3,3,5,1.3,1,5,0
C02360,11,Pro,146.6,Anual,6,17,12,0,0,2.1,1,2,0
C02361,12,Basic,54.82,Mensal,1,7,1,6,6,1.5,0,3,1
C02362,11,Basic,44.59,Bienal,4,16,19,2,2,2.6,1,2,0
C02363,23,Enterprise,467.97,Anual,122,23,18,1,9,2.3,1,0,0
C02364,5,Pro,150.61,Anual,10,15,8,5,1,3.9,1,6,0
C02365,24,Basic,53.34,Mensal,2,6,14,2,0,7.4,0,2,1
C02366,19,Basic,49.5,Mensal,2,9,10,0,7,6.5,0,4,0
C02367,42,Enterprise,516.52,Anual,61,12,14,3,0,0.7,0,0,0
C02368,15,Basic,48.17,Bienal,4,16,5,1,2,0.4,0,0,0
C02369,6,Basic,47.75,Mensal,3,8,18,3,4,1.0,0,5,1
C02370,15,Basic,49.2,Mensal,2,4,17,3,9,2.2,0,3,0
C02371,17,Basic,47.39,Mensal,6,4,10,2,8,1.1,0,5,0
C02372,30,Basic,50.77,Mensal,1,10,17,0,6,2.6,0,7,0
C02373,6,Enterprise,458.92,Anual,97,19,7,3,5,2.1,0,7,0
C02374,3,Basic,51.18,Mensal,1,11,15,1,7,2.4,0,0,0
C02375,16,Basic,49.1,Mensal,2,7,18,4,3,12.6,0,2,0
C02376,43,Pro,147.4,Anual,15,16,14,2,9,2.3,0,1,0
C02377,21,Pro,136.76,Mensal,20,7,19,2,7,4.2,0,1,0
C02378,22,Pro,141.7,Mensal,13,4,5,8,6,0.1,0,3,1
C02379,4,Pro,157.93,Anual,12,14,1,2,5,1.9,0,3,0
C02380,14,Pro,147.45,Mensal,13,5,11,1,6,3.9,0,7,1
C02381,30,Pro,151.07,Bienal,8,18,7,1,6,1.7,0,6,0
C02382,17,Pro,142.45,Anual,18,15,13,3,7,4.5,0,0,0
C02383,3,Pro,148.78,Bienal,16,19,7,0,4,5.1,0,4,0
C02384,13,Pro,138.78,Mensal,17,6,17,1,3,2.1,0,1,0
C02385,20,Basic,49.24,Anual,2,14,3,2,7,0.4,1,7,0
C02386,12,Pro,151.76,Mensal,13,7,19,4,3,5.0,1,2,1
C02387,6,Pro,151.39,Anual,22,10,5,0,0,3.2,1,0,0
C02388,24,Basic,46.79,Mensal,4,5,7,2,0,9.5,0,7,0
C02389,9,Pro,146.45,Mensal,23,9,1,0,0,0.2,0,5,0
C02390,18,Basic,50.32,Mensal,3,10,13,7,5,0.5,0,5,0
C02391,13,Basic,48.48,Anual,4,16,14,0,7,0.0,0,5,0
C02392,9,Pro,146.86,Anual,12,17,18,1,3,0.8,0,5,0
C02393,46,Basic,53.66,Mensal,2,5,3,2,0,2.8,0,1,0
C02394,8,Basic,46.67,Anual,4,20,10,2,7,0.3,0,5,0
C02395,14,Basic,51.65,Anual,4,15,17,4,3,0.7,1,1,0
C02396,13,Pro,140.4,Mensal,13,8,1,2,8,0.6,0,7,0
C02397,15,Basic,50.6,Mensal,1,11,12,1,4,1.5,0,3,0
C02398,44,Pro,154.28,Anual,13,20,5,4,7,2.0,0,7,0
C02399,20,Pro,145.2,Anual,10,14,7,0,6,1.8,0,2,0
C02400,9,Pro,139.93,Anual,25,18,15,2,3,2.8,0,1,0
C02401,35,Enterprise,449.84,Anual,104,17,16,1,8,1.4,0,2,0
C02402,23,Pro,144.42,Anual,10,19,1,3,8,0.3,0,4,0
C02403,9,Basic,50.29,Mensal,1,5,13,1,9,0.9,0,5,0
C02404,31,Enterprise,472.11,Bienal,55,19,8,1,3,2.0,0,0,0
C02405,4,Basic,49.24,Mensal,2,7,15,4,3,1.3,0,0,0
C02406,5,Basic,45.38,Anual,2,14,16,2,3,3.6,0,2,0
C02407,3,Basic,48.43,Anual,4,14,17,4,1,6.0,0,5,0
C02408,1,Pro,140.45,Anual,9,21,2,3,9,1.4,0,2,0
C02409,30,Basic,48.81,Mensal,5,5,16,3,10,1.1,1,3,0
C02410,15,Pro,145.27,Mensal,9,15,19,0,9,0.6,0,7,0
C02411,3,Basic,46.08,Mensal,1,10,15,0,0,0.3,0,1,0
C02412,13,Basic,47.39,Anual,5,18,8,2,10,3.6,0,1,0
C02413,25,Basic,46.71,Mensal,4,6,14,3,8,0.5,0,5,0
C02414,7,Pro,139.21,Mensal,13,6,2,6,0,0.4,0,6,0
C02415,10,Basic,51.65,Bienal,3,13,8,2,0,0.5,0,2,0
C02416,47,Basic,48.12,Mensal,3,9,16,2,2,2.6,0,1,1
C02417,11,Basic,43.6,Mensal,3,5,13,2,5,0.8,0,1,1
C02418,3,Basic,47.47,Mensal,1,6,6,1,3,2.9,0,7,1
C02419,9,Pro,155.81,Anual,1,16,11,3,7,0.2,0,4,0
C02420,3,Basic,47.13,Mensal,1,6,1,2,7,0.4,0,3,0
C02421,21,Basic,52.67,Anual,5,20,19,1,5,0.9,1,2,0
C02422,6,Pro,142.62,Mensal,26,8,11,1,4,0.4,0,1,0
C02423,6,Basic,50.23,Mensal,2,8,10,2,6,5.0,0,2,1
C02424,50,Basic,51.54,Mensal,1,9,7,2,1,0.5,0,6,0
C02425,4,Pro,152.35,Mensal,16,6,5,1,0,2.0,0,3,1
C02426,4,Pro,138.76,Anual,17,10,7,2,8,4.5,0,7,1
C02427,5,Pro,141.98,Mensal,18,11,9,0,1,2.1,1,4,1
C02428,26,Basic,51.87,Mensal,1,10,9,1,10,3.3,0,4,0
C02429,19,Basic,47.03,Mensal,6,7,8,4,6,1.6,1,5,0
C02430,8,Basic,51.39,Mensal,4,10,10,0,5,2.6,0,1,0
C02431,8,Basic,47.95,Mensal,2,14,9,6,9,0.3,0,3,0
C02432,18,Basic,49.35,Mensal,2,9,6,1,2,2.7,0,6,0
C02433,16,Enterprise,464.42,Bienal,111,17,12,1,6,4.7,0,4,0
C02434,12,Pro,144.47,Mensal,17,5,5,2,5,2.5,0,2,1
C02435,20,Basic,46.86,Mensal,3,2,19,2,5,0.6,0,4,1
C02436,5,Basic,49.55,Anual,3,13,13,2,10,2.8,0,5,0
C02437,6,Pro,149.69,Mensal,14,8,6,1,10,1.2,0,7,0
C02438,21,Basic,50.13,Anual,3,20,14,1,4,2.0,0,6,0
C02439,17,Basic,47.8,Anual,3,12,19,1,4,1.5,0,0,0
C02440,14,Basic,46.72,Anual,3,14,15,2,2,4.3,0,4,0
C02441,49,Pro,150.36,Bienal,16,11,15,2,4,0.5,1,5,0
C02442,23,Pro,141.33,Anual,23,16,5,3,4,0.8,1,5,0
C02443,9,Basic,51.64,Mensal,1,4,4,1,0,6.9,0,0,1
C02444,7,Basic,48.72,Bienal,2,21,11,3,2,1.6,1,2,0
C02445,17,Pro,146.57,Mensal,15,13,6,2,8,0.4,0,2,0
C02446,30,Pro,152.44,Mensal,10,4,3,1,7,0.7,0,1,0
C02447,2,Pro,148.43,Anual,12,10,18,7,0,0.1,1,6,1
C02448,16,Basic,44.94,Anual,4,15,7,5,9,2.6,0,3,0
C02449,10,Pro,141.09,Bienal,14,16,16,3,1,0.4,0,2,0
C02450,15,Enterprise,525.39,Mensal,21,7,14,0,1,0.6,0,4,0
C02451,3,Pro,149.62,Anual,12,11,3,1,0,7.1,1,0,1
C02452,30,Basic,44.88,Mensal,3,5,4,2,1,0.0,0,1,0
C02453,36,Pro,151.62,Anual,15,14,12,0,2,1.3,0,4,0
C02454,22,Basic,47.63,Anual,3,8,12,1,9,0.5,0,1,0
C02455,40,Basic,46.86,Mensal,3,7,6,3,4,2.0,0,3,0
C02456,10,Basic,46.2,Anual,2,18,3,5,2,5.9,0,2,0
C02457,16,Enterprise,523.95,Mensal,41,6,12,1,0,4.6,0,7,1
C02458,22,Basic,44.18,Mensal,2,6,5,3,2,0.9,0,7,1
C02459,18,Pro,142.76,Bienal,11,13,4,0,4,0.3,0,7,0
C02460,11,Basic,49.29,Anual,2,22,8,2,4,1.1,0,3,0
C02461,12,Basic,52.87,Mensal,3,5,7,1,5,2.2,0,2,0
C02462,33,Basic,50.36,Mensal,3,3,8,1,2,0.0,0,4,0
C02463,13,Pro,142.7,Mensal,19,11,8,4,1,2.7,0,6,0
C02464,29,Basic,52.75,Mensal,2,9,11,1,5,1.7,1,6,0
C02465,13,Basic,45.68,Mensal,4,7,11,2,0,6.5,0,4,0
C02466,29,Basic,49.65,Mensal,3,11,1,2,9,3.8,0,4,0
C02467,14,Basic,50.2,Mensal,3,7,5,5,3,1.8,1,4,1
C02468,21,Basic,46.84,Anual,3,18,10,4,7,3.0,0,3,0
C02469,8,Basic,50.71,Mensal,2,5,14,3,7,1.4,0,0,0
C02470,16,Basic,47.74,Anual,1,18,1,3,0,0.2,0,2,0
C02471,8,Enterprise,516.34,Bienal,60,20,16,1,6,1.0,1,6,0
C02472,10,Basic,44.49,Mensal,3,11,2,2,6,0.1,1,6,0
C02473,10,Basic,49.82,Anual,3,18,13,4,1,0.1,0,4,0
C02474,12,Basic,47.99,Mensal,2,10,5,2,6,0.9,1,7,0
C02475,26,Basic,51.82,Mensal,1,10,18,3,1,0.8,0,7,1
C02476,9,Pro,148.67,Anual,3,17,14,0,5,1.3,1,4,0
C02477,15,Basic,52.06,Mensal,4,5,16,2,2,5.4,1,6,0
C02478,29,Basic,50.24,Mensal,2,5,16,1,3,0.7,0,1,0
C02479,20,Pro,148.05,Anual,12,10,1,3,9,7.4,0,3,0
C02480,2,Basic,50.93,Mensal,2,7,17,2,9,2.6,0,3,0
C02481,3,Enterprise,518.81,Anual,120,14,2,0,10,1.9,0,6,0
C02482,18,Enterprise,510.77,Anual,108,14,11,1,10,1.9,0,3,0
C02483,9,Basic,43.38,Mensal,1,5,13,4,5,1.6,0,2,0
C02484,3,Basic,46.59,Anual,4,11,18,0,9,2.4,1,3,0
C02485,8,Basic,52.39,Mensal,2,7,14,2,9,3.8,0,6,0
C02486,18,Basic,45.92,Mensal,2,5,14,0,3,0.2,0,4,1
C02487,10,Basic,51.16,Bienal,2,21,19,2,1,3.0,0,0,0
C02488,14,Pro,154.26,Mensal,10,8,1,1,4,0.7,1,0,0
C02489,11,Basic,47.22,Anual,1,11,1,3,7,3.8,0,2,0
C02490,7,Basic,44.11,Mensal,3,11,4,1,1,7.8,0,6,0
C02491,16,Basic,47.61,Mensal,2,5,5,2,7,3.7,0,6,0
C02492,3,Enterprise,550.85,Anual,99,8,10,3,3,1.2,0,1,0
C02493,7,Enterprise,477.46,Anual,89,14,16,1,4,1.3,0,0,0
C02494,23,Basic,47.05,Mensal,3,8,8,2,4,3.9,1,2,0
C02495,3,Pro,141.57,Anual,2,13,17,1,8,1.3,0,6,0
C02496,13,Basic,51.98,Mensal,1,5,13,2,3,3.3,0,3,1
